Gender,Male,47,51,2
Gender,Female,59,40,1
Age,18-29,67,32,1
Age,30-44,58,39,3
Age,45-64,49,50,1
Age,65 and older,48,50,2
Age,18-24,68,31,1
Age,25-29,66,33,1
Age,30-39,59,37,4
Age,40-49,52,46,2
Age,50-64,49,50,1
Age,65 and older,48,50,2
Age,18-44,61,36,3
Age,45 and older,49,50,1
Race,White,44,54,2
Race,Black,90,9,1
Race,Latino,69,29,2
Race,Asian,77,23,0
Race,Other race,54,42,4
Race,White,44,54,2
Race,Non-white,76,22,2
Race by gender,White men,39,60,1
Race by gender,White women,49,49,2
Race by gender,Black men,88,12,0
Race by gender,Black women,92,7,1
Race by gender,Latino men,63,34,3
Race by gender,Latino women,73,26,1
Race by gender,Others,66,32,2
Age by race,Whites 18-29,56,43,1
Age by race,Latinos 30-44,74,25,1
Age by race,Latinos 45-64,63,35,2
Age by race,Latinos age 65 or older,71,25,4
Age by race,All others,65,33,2
Age by race,Whites 30-44,48,48,4
Age by race,Whites 45-64,40,59,1
Age by race,Whites 65 or older,43,56,1
Age by race,Blacks 18-29,92,7,1
Age by race,Blacks 30-44,92,7,1
Age by race,Blacks 45-64,88,11,1
Age by race,Blacks age 65 or older,88,11,1
Age by race,Latinos 18-29,81,17,2
Education,HS or less,48,51,1
Education,Some college,52,47,1
Education,Associate's degree,47,50,3
Education,Bachelor's degree,55,43,2
Education,Advanced degree,65,34,1
Are you a college graduate?,Yes,59,39,2
Are you a college graduate?,No,49,49,2
Education and race,White college graduates,53,45,2
Education and race,Whites no degree,37,61,2
Education and race,Non-whites college grads,77,22,1
Education and race,Non-whites no degree,76,22,2
Whites by education and gender,White college women,59,39,2
Whites by education and gender,White non-college women,42,56,2
Whites by education and gender,White college men,47,51,2
Whites by education and gender,White non-college men,32,66,2
Whites by education and gender,All non-whites,76,22,2
Income,"Under $30,000",63,34,3
Income,"$30,000-$49,999",57,41,2
Income,"$50,000-$99,999",52,47,1
Income,"$100,000-$199,999",47,51,2
