Vote by Gender,Men,45,52,3
Vote by Gender,Women,55,44,1
Vote by Age,18-29,60,37,3
Vote by Age,30-44,52,45,3
Vote by Age,45-64,47,51,2
Vote by Age,65 and Older,44,56,0
Vote by Age,18-24,60,36,4
Vote by Age,25-29,60,38,2
Vote by Age,30-39,55,42,3
Vote by Age,40-49,48,50,2
Vote by Age,50-64,47,52,1
Vote by Age,65 and Older,44,56,0
Vote by Race,White,39,59,2
Vote by Race,African-American,93,6,1
Vote by Race,Latino,71,27,2
Vote by Race,Asian,73,26,1
Vote by Race,Other,58,38,4
Vote by Age and Race,White 18-29 Year Olds,44,51,5
Vote by Age and Race,Latino 39-44 Year Olds,71,28,1
Vote by Age and Race,Latino 45-64 Year Olds,68,31,1
Vote by Age and Race,Latinos Over 65 Years Old,65,35,0
Vote by Age and Race,All Others,67,31,2
Vote by Age and Race,White 39-44 Year Olds,38,59,3
Vote by Age and Race,White 45-64 Year Olds,38,61,1
Vote by Age and Race,Whites Over 65 Years Old,39,61,0
Vote by Age and Race,Black 18-29 Year Olds,91,8,1
Vote by Age and Race,Black 39-44 Year Olds,94,5,1
Vote by Age and Race,Black 45-64 Year Olds,93,7,0
Vote by Age and Race,Blacks Over 65 Years Old,93,6,1
Vote by Age and Race,Latino 18-29 Year Olds,74,23,3
Vote by Gender and Race,White Men,35,62,3
Vote by Gender and Race,White Women,42,56,2
Vote by Gender and Race,Black Men,87,11,2
Vote by Gender and Race,Black Women,96,3,1
Vote by Gender and Race,Latino Men,65,33,2
Vote by Gender and Race,Latino Women,76,23,1
Vote by Gender and Race,All Others,66,31,3
Vote by Ideology,Liberal,86,11,3
Vote by Ideology,Moderate,56,41,3
Vote by Ideology,Conservative,17,82,1
Vote by Party ID,Democratic,92,7,1
Vote by Party ID,Republican,6,93,1
Vote by Party ID,Independent,45,50,5
Vote by Education,No High School,64,35,1
Vote by Education,High School Graduate,51,48,1
Vote by Education,Some College,49,48,3
Vote by Education,College Graduate,47,51,2
Vote by Education,Postgraduate,55,42,3
Are You a College Graduate?,Yes,50,48,2
Are You a College Graduate?,No,51,47,2
Did You Attend College?,Yes,50,48,2
Did You Attend College?,No,52,46,2
Vote by Income,Less Than $50K,60,38,2
Vote by Income,$50-100K,46,52,2
Vote by Income,$100K or More,44,54,2
Vote by Income,Less Than $50K,60,38,2
Vote by Income,$50K or More,45,53,2
Vote by Income,Less Than $100K,54,44,2
Vote by Income,$100K or More,44,54,2
How Often Do You Attend Religious Services?,More Than Weekly,36,63,1
How Often Do You Attend Religious Services?,Weekly,41,58,1
How Often Do You Attend Religious Services?,Monthly,55,44,1
How Often Do You Attend Religious Services?,Few Times a Year,56,42,2
How Often Do You Attend Religious Services?,Never,62,34,4
How Often Do You Attend Religious Services?,Weekly,39,59,2
How Often Do You Attend Religious Services?,Occasionally,55,43,2
How Often Do You Attend Religious Services?,Never,62,34,4
Vote by Religion,Protestant,42,57,1
Vote by Religion,Catholic,50,48,2
Vote by Religion,Jewish,69,30,1
Vote by Religion,Other,74,23,3
Vote by Religion,None,70,26,4
Vote by Religion and Race,White Protestant,30,69,1
Vote by Religion and Race,White Catholic,40,59,1
Vote by Religion and Race,White Jewish,71,29,0
Vote by Religion and Race,Whites/Other Religion,61,35,4
Vote by Religion and Race,Whites/No Religion,63,31,6
Vote by Religion and Race,Non-white,80,18,2
Vote by Religion and Church Attendance,Protestant/Attend Weekly,29,70,1
Vote by Religion and Church Attendance,Protestant/Not Weekly ,44,55,1
Vote by Religion and Church Attendance,Catholic/Attend Weekly,42,57,1
Vote by Religion and Church Attendance,Catholic/Not Weekly,56,42,2
Vote by Religion and Church Attendance,All Others,58,39,3
Are You White Born-Again Christian?,Yes,21,78,1
Are You White Born-Again Christian?,No,60,37,3
Abortion Should Be...,Always Legal,76,22,2
Abortion Should Be...,Mostly Legal,58,40,2
Abortion Should Be...,Mostly Illegal,22,76,2
Abortion Should Be...,Always Illegal,19,79,2
Abortion Should Be...,Legal,67,31,2
Abortion Should Be...,Illegal,21,77,2
Opinion of Tea Party Movement,Support,11,87,2
Opinion of Tea Party Movement,Neutral,42,57,1
Opinion of Tea Party Movement,Oppose,89,9,2
Most Important Issue Facing Country,Foreign Policy,56,33,11
Most Important Issue Facing Country,Deficit,32,66,2
Most Important Issue Facing Country,Economy,47,51,2
Most Important Issue Facing Country,Health Care,75,24,1
