Age,18-29,62,36,0
Age,30-44,53,46,0
Age,45-64,48,51,0
Age,65 or older,46,54,0
Age,18-24,66,32,0
Age,25-29,57,43,0
Age,30-39,52,47,0
Age,40-49,55,44,0
Age,50-64,46,53,0
Age,65 or older,46,54,0
Family's financial situation today:,Better than four years ago,27,71,0
Family's financial situation today:,Worse than four years ago,79,19,0
Family's financial situation today:,About the same,64,35,0
Life for the next generation of Americans will be:,Better than today,54,46,0
Life for the next generation of Americans will be:,Worse than today,53,46,0
Life for the next generation of Americans will be:,About the same,39,60,0
Marital status,Married,45,55,0
Marital status,Not married,58,38,0
Condition of the nation's economy:,Excellent,17,82,0
Condition of the nation's economy:,Good,24,75,0
Condition of the nation's economy:,Not so good,79,21,0
Condition of the nation's economy:,Poor,76,23,0
Party ID,Democrat,95,5,0
Party ID,Republican,5,94,0
Party ID,Independent,53,44,0
Ideology,Liberal,89,11,0
Ideology,Moderate,64,35,0
Ideology,Conservative,14,85,0
Race,White,41,59,0
Race,Black,87,12,0
Race,Latino,63,36,0
Race,Asian,68,32,0
Race,Other racial/ethnic groups,47,47,0
Region,East,56,44,0
Region,Midwest,47,52,0
Region,South,47,52,0
Region,West,57,41,0
Religion,Protestant/Other Christian,39,60,0
Religion,Catholic,52,48,0
Religion,Jewish,-1,-1,0
Religion,Other religious affiliation,67,32,0
Religion,No religious affiliation,66,31,0
Gender,Male,45,54,0
Gender,Female,57,43,0
Area type,Urban,61,37,0
Area type,Suburban,50,50,0
Area type,Rural,41,58,0
Work full time?,Yes,47,53,0
Work full time?,No,58,42,0
Presidential Vote,Biden,96,4,0
Presidential Vote,Trump,4,96,0
Condition of the nation's economy:,Excellent/Good,22,77,0
Condition of the nation's economy:,Not good/Poor,78,22,0
Abortion should be:,Legal in all cases,80,19,0
Abortion should be:,Legal in most cases,67,30,0
Abortion should be:,Illegal in most cases,26,73,0
Abortion should be:,Illegal in all cases,19,76,0
U.S. military veteran?,Yes,43,56,0
U.S. military veteran?,No,53,45,0
Religion among White voters,White Protestant,27,73,0
Religion among White voters,White Catholic,44,56,0
Religion among White voters,White Jewish,-1,-1,0
Religion among White voters,"White, another religion",66,34,0
Religion among White voters,"White, no religious affiliation",60,36,0
Income,"Less than $50,000",55,45,0
Income,"$50,000 or more",52,48,0
Income,"Less than $100,000",56,43,0
Income,"$100,000 or more",44,56,0
White born-again or evangelical Christian?,Yes,25,75,0
White born-again or evangelical Christian?,No,61,36,0
How confident that votes will be counted accurately?,Very confident,50,50,0
How confident that votes will be counted accurately?,Somewhat confident,56,43,0
How confident that votes will be counted accurately?,Not very confident,37,62,0
How confident that votes will be counted accurately?,Not at all confident,33,65,0
How confident that votes will be counted accurately?,Confident,53,47,0
How confident that votes will be counted accurately?,Not confident,35,63,0
Abortion should be:,Legal,74,24,0
Abortion should be:,Illegal,23,75,0
Gender by marital status,Married men,43,57,0
Gender by marital status,Married women,47,52,0
Gender by marital status,Unmarried men,51,44,0
Gender by marital status,Unmarried women,65,32,0
Parents,Men with children,47,52,0
Parents,Women with children,56,43,0
Parents,Men no children,45,52,0
Parents,Women no children,56,42,0
Sex by race,White men,38,62,0
Sex by race,White women,44,55,0
Sex by race,Black men,78,21,0
Sex by race,Black women,92,7,0
Sex by race,Latino men,62,36,0
Sex by race,Latino women,63,36,0
Sex by race,All other races,58,40,0
Age by race,White Voters 18-29,45,55,0
Age by race,White Voters 30-44,42,57,0
Age by race,White Voters 45-59,38,60,0
Age by race,White Voters 60 or older,41,59,0
Age by race,Black Voters 18-29,93,6,0
Age by race,Black Voters 30-44,79,19,0
Age by race,Black Voters 45-59,90,10,0
Age by race,Black Voters 60 or older,91,8,0
Age by race,Latino Voters 18-29,72,27,0
Age by race,Latino Voters 30-44,63,36,0
Age by race,Latino Voters 45-59,70,29,0
Age by race,Latino Voters 60 or older,43,56,0
Age by race,All others,57,40,0
Income,"Less than $50,000",55,45,0
Income,"$50,000 to $99,999",57,42,0
Income,"$100,000 or more",44,56,0
